32,1,株式会社ホタカ壁材,3998304,長野県安曇野市穂高柏原2829番地1,0263-82-5698,,赤羽　文夫,FALSE
33,1,有限会社ホテル雷鳥,3901520,長野県松本市安曇4306番地,0263-93-2746,,梨子田　豊,FALSE
34,1,有限会社ユウキサービス,3900863,長野県松本市白板2-3-31,0263-34-4440,0263-34-4444,杉江　一彦,FALSE
35,1,信濃実業株式会社,3900316,長野県松本市原202-13,0263-46-9250,0263-46-9252,小林,FALSE
39,1,株式会社マルイチマシン,3998301,長野県安曇野市穂高有明2155番地５,0263-83-2497,,菅澤　一隆,FALSE
40,1,松栄株式会社　長野営業所,3900815,長野県松本市深志2丁目5番2号　県信松本深志ビル7階,0263-39-3472,,,FALSE
42,1,安田株式会社　長野支店,3990033,松本市笹賀7815,0263-28-9111,0263-28-9121,永井　洋,FALSE
43,1,医療法人　心泉会,3900823,長野県松本市大字中山7494-8,0263-57-8002,,,FALSE
44,1,社会福祉法人心泉会　ケアハウスローズガーデン,3900823,長野県松本市大字中山７４９４番地１０,0263-86-3820,,,FALSE
45,1,特定非営利活動法人産巣日会,3900221,長野県松本市里山辺1832-2,0263-39-7311,0263-39-7522,藤井公貴,FALSE
46,1,寺崎　要,3990033,松本市大字笹賀5858,0263-26-8826,,寺崎　要,FALSE
47,1,有限会社創生活環境運営グループホームひだまりの里ささが,3990033,長野県松本市笹賀2517-3,0263-85-7114,,伊藤社長,FALSE
48,1,株式会社長野セキノ興産　松本店,3990033,長野県松本市笹賀5652-242,0263-26-6689,,深沢店長,FALSE
49,1,神沢　芳江,3900811,長野県松本市中央１－１３－３,0263-32-0565,,神沢　芳江,FALSE
50,1,宮沢クリニック,3900875,長野県松本市城西1丁目４番５号,0263-32-6548,,宮沢　崇子,FALSE
51,1,株式会社マルゴレーベル,3990005,長野県松本市野溝木工２丁目６番１８号,0263-27-3609,,植田　昌広,FALSE
52,1,ヤンマー農機販売株式会社　甲信支社,3901301,長野県東筑摩郡山形村北野尻８１２９－１,0263-97-3100,,津野　忠之,FALSE
54,1,松本赤十字乳児院,3900312,長野県松本市岡田松岡４９－２,0263-46-4630,,堀内　隆,FALSE
55,1,社会福祉法人　松本市社会福祉協議会,3900833,長野県松本市双葉４－１６,0263-25-3133,0263-27-2239,施設福祉課　高山,FALSE
56,1,株式会社ヨコハマタイヤサービス甲信,3990033,長野県松本市笹賀７９０２番地,0263-25-2992,0263-27-0589,手塚　光一,FALSE
57,1,ホテルモンターニュ松本,,,,,,FALSE
59,1,株式会社ハタ研削,3998300,長野県安曇野市穂高8183-2,0263-82-8300,,西村　茂嗣,FALSE
61,1,株式会社ＩＨＩターボ,3995502,長野県木曽郡大桑村須原1417,0264-55-2255,,今井部長,FALSE
64,1,株式会社　長野第一興商,3900803,長野県松本市元町1丁目８番１０号,0263-36-9797,,深澤　真,FALSE
65,1,社会福祉法人恵和会,3990702,長野県塩尻市広丘野村2146,0263-51-1128,,伊藤　大介,FALSE
66,1,長稱寺　住職　木曽　義淨,3900806,長野県松本市女鳥羽2丁目4番42号,0263-32-5380,,,FALSE
67,1,株式会社マルイチ産商　松本畜産部,3990004,長野県松本市市場10番3号,0263-26-4101,0263-27-1708,,FALSE
68,1,有限会社杢匠,3990003,長野県松本市大字芳川野溝528-2,0263-27-2071,,木戸岡　幸夫,FALSE
70,1,有限会社高美書店,3900811,松本市中央2丁目2番6号,0263-32-0250,,,FALSE
72,1,株式会社ヒューテック,,長野県安曇野市明科光６３４番地１,0263-62-2330,0263-62-4969,内山　明,FALSE
73,1,小沢　保彦,3900311,長野県松本市水汲161,0263-46-7277,,,FALSE
74,1,アルプス運輸建設株式会社,3901243,松本市神林3864-7,0263-26-3771,0263-26-7363,上嶋　金司,FALSE
75,1,木曽電子精密株式会社,3995501,長野県木曽郡大桑村大字殿35-67,0264-55-3393,,場作　春男,FALSE
77,1,株式会社ケーツー,3901301,長野県東筑摩郡山形村8200番地,0263-97-3525,,中村　謙一,FALSE
79,1,株式会社ゆい設備,3990011,長野県松本市寿北5-28-11,0263-85-1723,0263-85-1724,中澤,FALSE
80,1,ゲストハウス・ノーサイド,3998301,長野県安曇野市穂高有明7728-2,0263-83-5522,,田川　理貴,FALSE
81,1,協和工業株式会社　大桑事業所,3995501,長野県木曽郡大桑村大字殿字中尾平35-35,0264-55-3511,,清水　秀男,FALSE
85,1,ドレスアップカンパニー轟,,,,,,FALSE
86,1,ホテルそよ風のメルヘン,3990701,長野県塩尻市大字広丘吉田４０１－３０,0263-57-8500,,洪　　在秀,FALSE
87,1,有限会社中信消防機材販売,,,,,,FALSE
88,1,北沢かほる,3998501,長野県北安曇郡松川村7022-32,0261-62-2223,,北沢かほる,FALSE
89,1,サスナカ通信工業株式会社,3990033,長野県松本市笹賀,0263-86-1520,0263-86-1456,上島部長,FALSE
90,1,松本理容美容専門学校（旧）寮,,,,,,FALSE
92,1,医療法人社団英駿会　大久保クリニック,3900851,長野県松本市島内3533,0263-47-4341,,内川　敬,FALSE
93,1,社団法人安曇野市医師会,3998200,安曇野市豊科4111-1,0263-72-2347,,矢ノ口事務長,FALSE
97,1,有限会社北原商会,3900874,長野県松本市大手４丁目２番２号,0263-34-2820,,北原　嗣正,FALSE
98,1,松塩筑木曽老人福祉施設組合,,,,,,FALSE
99,1,株式会社甲斐実業,3990007,長野県松本市石芝４－２－２,0263-26-8233,0263-26-3379,山本　博子,FALSE
100,1,犬飼　　愛,3900831,長野県松本市井川城１丁目２－４,0263-25-2100,,犬飼　　愛,FALSE
101,1,株式会社エフケーケー,3901131,長野県松本市字今井７２５０番地,0263-86-3700,,福澤　君昭,FALSE
102,1,オーエステック株式会社,3998204,長野県安曇野市豊科高家６５６５番地,0263-73-7557,0263-73-7570,山崎,FALSE
104,1,渓流荘しおり絵,3901514,長野県南安曇郡安曇村沢渡,0263-93-2642,,齋藤　敬一,FALSE
105,1,池田町創造館,,,,,,FALSE
107,1,上條建工,,,,,,FALSE
109,1,城西医療財団　介護老人保健施設　安曇野メディア,3998205,長野県安曇野市豊科5633番地1,0263-73-5800,,縣事務長,FALSE
110,1,長野三菱電機機器販売株式会社,3900863,長野県松本市白板１－７－５,0263-32-6200,0263-32-6006,鷲尾課長,FALSE
111,1,株式会社エイワ　穂高工場,3998302,長野県南安曇郡穂高町北穂高２８３３番１,0263-82-8226,,松岡　直哉,FALSE
112,1,三輪　典正,3990024,長野県松本市寿小赤７６４－１１,0263-86-0795,,三輪　典正,FALSE
113,1,牛伏寺,3990023,長野県松本市内田2573,0263-58-3178,,大谷　秀雄,FALSE
115,1,しなのポリマー株式会社　塩尻工場,3990705,長野県塩尻市大字広丘堅石2146番地5,0263-54-1010,,赤羽　進,FALSE
118,1,千曲総合管財有限会社,3870013,長野県千曲市小島3136,0263-32-9732,,小山,FALSE
119,1,株式会社ロン・都　南松本店,3990014,長野県松本市平田東1-30-2,0263-57-7111,,柳沢　幸三,FALSE
120,1,ホクト産業株式会社　松本支店,3990031,長野県松本市芳川小屋605-3,0263-58-3491,,前田支店長,FALSE
122,1,有限会社信和電設工業,3990005,長野県松本市野溝木工２－４－１９,0263-25-9134,,小林社長,FALSE
124,1,有限会社島々妙鉱温泉,3901401,長野県東筑摩郡波田町３０２３,0263-92-2036,,奥原　達幸,FALSE
126,1,原　寿男,3900821,長野県松本市筑摩２丁目22-13,0263-26-0834,,,FALSE
127,1,ダイワ総業,,,,,,FALSE
129,1,株式会社マル井,3998205,長野県安曇野市豊科4932,0263-72-2562,,井口　俊廣,FALSE
130,1,精神障害者生活訓練施設援護寮アルプスドミトリー,3998201,長野県安曇野市豊科南穂高3046-1,0263-72-6212,,河原　淳史,FALSE
131,1,アトム運輸株式会社,3998204,長野県南安曇郡豊科町高家,0263-71-6060,0263-71-6061,胡桃沢　庄治,FALSE
132,1,医療法人さとう　はーぶの里診療所,3998602,長野県北安曇郡池田町大字会染4855番地1,0261-62-0210,0261-62-0211,佐藤理事長,FALSE
136,1,あすなろ信用組合,3900803,長野県松本市元町3丁目4番45号,0263-35-4177,,,FALSE
137,1,今井医院,3990701,長野県塩尻市大字広丘吉田858,0263-58-1165,,今井　洋輔,FALSE
138,1,株式会社開運堂,3900811,長野県松本市中央２丁目２番１５号,0263-32-0506,,渡邉　公志郎,FALSE
139,1,株式会社開運堂,3900811,長野県松本市中央２丁目２番１５号,0263-32-0506,,渡邉　公志郎,FALSE
140,1,甲信越福山通運株式会社　伊那支店,3994511,長野県上伊那郡南箕輪村字北原1628-462,0265-74-9921,,豊島　弘之,FALSE
141,1,サンニクス株式会社,3901401,長野県東筑摩郡波田町9949番地1,0263-92-2455,0263-92-4260,,FALSE
142,1,宗教法人神宮寺,3900303,長野県松本市浅間温泉3丁目21番1号,0263-46-0096,0263-46-3919,高橋　通方,FALSE
143,1,株式会社たかぎ,3900874,長野県松本市大手3-5-12,0263-32-5337,,高木　健,FALSE
144,1,株式会社デリカ,3901242,長野県松本市大字和田5511-11,0263-48-1184,,,FALSE
145,1,有限会社中谷塗装店,3900837,長野県松本市鎌田１丁目１５番２４号,0263-25-2525,,中谷　寛幸,FALSE
146,1,有限会社信濃クリーナー,3990005,長野県松本市野溝木工１丁目８番３６号,0263-27-2550,,金原　正一,FALSE
147,1,株式会社松本微生物研究所,3901241,長野県松本市新村2904番地,0263-47-2078,,,FALSE
148,1,株式会社鍋屋商店,3900811,長野県松本市中央3-5-8,0263-35-0544,,滝澤　章文,FALSE
149,1,三輪眼科医院,3990007,長野県松本市石芝3-5-3,0263-28-1138,,三輪　正人,FALSE
152,1,株式会社山口特殊印刷,3998102,長野県安曇野市三郷温3669-2,0263-77-6500,,山口　勝,FALSE
153,1,あづみ農業協同組合,3998205,長野県安曇野市豊科4270番地6,0263-77-2342,,二村　恵,FALSE
156,1,山口　勇,3900814,長野県松本市本庄2-1-10,0263-32-6170,,,FALSE
157,1,株式会社シナノ電子技研,3901242,長野県松本市和田5511-6,0263-48-0033,,武田社長,FALSE
158,1,株式会社シナノ電子技研　朝日工場,,,,,,FALSE
159,1,株式会社プラスワン岡谷店,3940083,長野県岡谷市長地柴宮３－３－３８,0266-26-8500,0266-26-8505,海野　一幸,FALSE
160,1,聖南水田協業組合,3997701,長野県東筑摩郡麻績村麻3892-1,,,,FALSE
161,1,ヤンマー農機甲信　南信整備センター,,,,,,FALSE
164,1,社会福祉法人心泉会,3900823,長野県松本市大字中山7494番地10,0263-57-1801,0263-57-1803,,FALSE
166,1,マツノ電器有限会社,3900813,長野県松本市埋橋2-4-10,0263-32-5540,,松野　陞,FALSE
168,1,西耕地町会,,,,,町会長,FALSE
169,1,松本日栄,,,,,,FALSE
170,1,ジャパンオイルネットワーク株式会社,3990004,長野県松本市市場11-28,0263-25-9200,0263-27-3595,大舘主任,FALSE
171,1,バンバ電器店,3995602,長野県木曽郡上松町本町通り,0264-52-2062,,,FALSE
172,1,百瀬　和宏,3998211,長野県安曇野市堀金烏川岩原40-6,0263-73-2287,,,FALSE
174,1,医療法人篠崎医院,,,,,,FALSE
175,1,医療法人医院,,,,,,FALSE
178,1,株式会社フジミヤ,3900851,長野県松本市大字島内4201番地7,0263-47-2238,,,FALSE
180,1,ＡＬＳＯＫ,3810034,長野県長野市高田２５９－２,026-227-0181,026-226-7819,荒井　一明,FALSE
181,1,森永乳業株式会社　松本工場,3900837,長野県松本市鎌田2-1-4,0263-26-0330,,製造課　井上,FALSE
182,1,有限会社上條紙工,3901242,長野県松本市大字和田3967-30,0263-47-7006,0263-47-5535,上條　浩,FALSE
183,1,セコムテクノ上信越,,,,,,FALSE
186,1,ジン・コーポレーション,,,,,,FALSE
188,1,中部互光,,,,,,FALSE
189,1,株式会社ジン・コーポレーション,3900814,長野県松本市本庄１丁目３番１２号,0263-34-0290,0263-34-0281,斉藤常務,FALSE
193,1,株式会社セコニック　安曇野事業所,,,,,,FALSE
198,1,信州消防防災設備協同組合,3900848,長野県松本市両島18番20号,0263-28-3484,0263-28-3499,赤広さん,FALSE
214,1,伊藤内科医院,3900871,松本市桐2丁目2番39号,0263-33-7411,,伊藤　哲朗,FALSE
215,1,内田繊維株式会社,3900813,松本市埋橋1丁目2番5号,0263-32-4404,,内田　正文,FALSE
216,1,魚長鮮魚株式会社,3900874,松本市大手5丁目4番4号,0263-35-4373,,,FALSE
217,1,株式会社遠條商店,3900811,松本市中央2丁目1番18号,,,猿田　弘行,FALSE
218,1,株式会社メディックス昭和　大町工場,3980002,大町市大町6864-2,0261-23-4800,,,FALSE
219,1,松塩筑木曽老人福祉施設組合,3900313,松本市大字岡田下岡田677-1,0263-33-3306,,上條　佳代子,FALSE
221,1,三全精工株式会社,3990704,長野県塩尻市広丘郷原南原1000-3,0263-52-2501,0263-52-6779,,FALSE
224,1,株式会社デイリーはやしや,3901242,長野県松本市大字和田南西原４０１０番地２８,0263-48-1611,,赤羽　真太郎,FALSE
228,1,有限会社塩尻造花,3990714,塩尻市大字堀ノ内1番地14,0263-52-0710,0263-54-2851,西村　岩雄,FALSE
229,1,農事組合法人中信えのき培養センター,3998101,安曇野市三郷明盛4581-1,0263-76-4155,,中村　義明,FALSE
230,1,長野県信用組合　松本南支店,3900847,松本市笹部2丁目1番57号,0263-27-0200,,山崎　武,FALSE
231,1,ニチコン製箔株式会社　大町工場,3980003,大町市社島8224-1,0261-21-3200,,太田,FALSE
233,1,丸山電業株式会社,3900821,松本市筑摩1-2-16,0263-26-4541,0263-26-4118,,FALSE
235,1,株式会社松本日栄,3990005,長野県松本市野溝木工2丁目7番50号,0263-25-8528,0263-28-0424,,FALSE
237,1,有限会社オリオン商事,3990005,長野県松本市野溝木工2丁目7番50号,,,,FALSE
240,1,株式会社ＮＰＩ,3998102,長野県安曇野市三郷温６５５８－１,0263-77-3719,0263-77-6628,鈴木社長,FALSE
241,1,松本流通センター協同組合,3990033,松本市笹賀7600番地20,0263-58-5301,,,FALSE
243,1,株式会社前田製作所　松本営業所,3990005,松本市野溝木工1丁目3番10号,,,,FALSE
245,1,社団法人松本市医師会,3900875,長野県松本市城西2丁目2番7号,0263-32-1631,,,FALSE
247,1,株式会社ユタカ　松本工場,3901242,松本市和田南西原4010番12,0263-48-1001,,岡本　健,FALSE
249,1,筑北村教育委員会,3997601,東筑摩郡筑北村坂北2187,,,,FALSE
250,1,ニッタン株式会社　長野支店,3812215,長野県長野市稲里町中氷鉋１１１７－１,026-283-0567,026-283-0568,長池支店長,FALSE
251,1,寺村　隆典,3900811,松本市中央1丁目10番20号,0263-32-8682,,,FALSE
253,1,株式会社べネフレックス,9330396,富山県高岡市内島3550番地,0766-31-8808,0766-31-8418,管理部　前田　利信,FALSE
256,1,株式会社アイネット,3900842,松本市征矢野1丁目5番46号,0263-28-4000,,赤津　誠内,FALSE
257,1,ガーデンホテル松本,3990032,長野県松本市芳川村井町６９６－２,0263-58-8800,0263-58-8899,北原社長,FALSE
258,1,株式会社ナチュラルファーム,3998101,安曇野市三郷明盛4582,0263-77-7229,,中村　竹治,FALSE
262,1,有限会社大黒青果,3900804,松本市横田4丁目10番3号,0263-33-3224,,伊藤　素雄,FALSE
263,1,サンリン株式会社　穂高支店,3998305,安曇野市穂高牧176番地,0263-83-3409,,山本　洋久,FALSE
264,1,秋吉　塩尻広丘店,3990702,塩尻市広丘野村1645-9,0263-52-6666,,安原　大東,FALSE
266,1,穂高温泉供給株式会社,3998301,安曇野市穂高有明3621番地2,0263-83-2912,,塚田　明弘,FALSE
268,1,社会福祉法人有明会,3998301,長野県安曇野市穂高有明7261-3,0263-83-7735,,三澤理事長,FALSE
270,1,株式会社田内屋,3990033,松本市笹賀7155-1,0263-57-5000,,井上　雄太,FALSE
271,1,株式会社ホテルみふきや,3900811,松本市中央1丁目2番5号,0263-32-0031,,斉藤　信人,FALSE
272,1,新井電気工事株式会社,3950042,飯田市松尾町3丁目15番地,0265-22-3215,,塚平社長,FALSE
274,1,三協電気工業株式会社,3900806,松本市女鳥羽1-8-5,0263-35-3322,0263-35-3323,百瀬常務,FALSE
279,1,あい歯科医院,3900846,松本市南原2丁目1-18,0263-26-3818,,田澤　寛康,FALSE
281,1,株式会社カモシカスポーツ　山の家・松本店（和田）,1690075,東京都新宿区高田馬場4丁目4番11号,03-3371-4333,,,FALSE
282,1,社会福祉法人　てまり,3900832,松本市南松本2丁目2207-11,0263-24-0573,,篠崎　まり子,FALSE
289,1,麻績村社会福祉協議会,3997701,東筑摩郡麻績村麻2827,0263-67-3099,0263-67-3185,江森次長,FALSE
293,1,株式会社オーチャード,3990007,長野県松本市石芝3丁目9番44号,0263-24-2602,,,FALSE
294,1,株式会社ＣＥＮＴＵＲＹ　ＭＡＸＩＭ,3900867,松本市蟻ケ崎台5番2号,0263-32-7623,,金原　昇,FALSE
295,1,株式会社日本興産,3900862,松本市宮渕2丁目6番23号,0263-36-3541,,金原　昇,FALSE
300,1,パナソニック株式会社エコソリューションズ社　松本電材営業所,3990004,松本市市場3-10,0263-27-4501,,沖　洋明,FALSE
301,1,村井バッティングセンター（ノースアルプス）,3990000,長野県松本市芳川村井９５３－１７,0263-57-7714,,百瀬　隆夫,FALSE
302,1,松本金属工業団地事業協同組合,,,,,,FALSE
303,1,株式会社エム・ケー・ケー,,,,,,FALSE
305,1,原こどもクリニック,3900821,松本市筑摩3-7-3,0263-29-1780,,原　洋治,FALSE
306,1,ホテルＫリゾート,,,,,,FALSE
309,1,あずさ電子工業株式会社　梓川工場,3901702,安曇野市梓川梓4759番地,0263-78-7201,,,FALSE
311,1,松商学園高等学校,3900812,松本市県3丁目6番1号,0263-33-1210,,片岡　勉,FALSE
313,1,医療法人芳生会,3901241,松本市大字新村542番1,0263-40-0678,,山田　悦朗,FALSE
315,1,株式会社いとう　松本支店,3990005,長野県松本市野溝木工,0263-26-5900,,,FALSE
316,1,医療法人椎名医院,3990745,塩尻市大門桔梗町14-16,0263-51-2933,,椎名　麻美,FALSE
317,1,西電設工事株式会社,3900312,松本市岡田松岡139番地,0263-46-0815,,久保田次長,FALSE
331,1,有限会社北原商店,,,,,,FALSE
332,1,上條　裕夫,3990014,長野県松本市平田東３－５－２０,0263-58-2450,,上條　裕夫,FALSE
333,1,株式会社エイアンドエフ,3990703,長野県塩尻市広丘高出１６８０,0263-51-6330,0263-51-6323,草間課長,FALSE
335,1,株式会社マツライ,3990001,松本市宮田4番3号,0263-25-1331,,内川　悦子,FALSE
336,1,有限会社信公自動車工業（グリーンオート安曇野）,3998303,安曇野市穂高8415-1,0263-82-2180,0263-82-4966,関谷　博,FALSE
338,1,伊夜比古神社,3998301,長野県安曇野市穂高有明３８５３,0263-83-3246,,萩原　哲郎,FALSE
343,1,北陸コカ・コーラボトリング株式会社,3998720,長野県松本市芳川村井町832-2,0263-58-3221,0263-86-0090,,FALSE
352,1,小谷　俊郎,3900874,松本市大手2丁目3番20号,0263-39-1122,,,FALSE
354,1,山形村,3901301,長野県東筑摩郡山形村2030-1,,,,FALSE
355,1,株式会社長栄　松本支店,3900874,松本市大手3丁目1番1号,0263-33-1580,0263-33-8032,馬場,FALSE
360,1,社会福祉法人 塩尻市社会福祉協議会,3990731,塩尻市大門六番町４番６号,,,,FALSE
364,1,株式会社小池電機,3901242,松本市大字和田字南西原3967番地19,0263-48-0011,,,FALSE
370,1,長野県安曇養護学校,3998602,北安曇郡池田町会染6113-2,0261-62-4920,,,FALSE
373,1,陽光ビルＭＥ株式会社　長野支社,3900841,松本市渚2-9-38,0263-27-3684,,伊藤さん,FALSE
376,1,株式会社サニウェイ,3800918,長野県長野市アークス1番18号,026-227-3344,,張替課長,FALSE
377,1,社会福祉法人アルプス福祉会,,,,,,FALSE
378,1,株式会社エステートギャラリー,3900815,長野県松本市深志3-7-17,0263-34-5280,0263-34-5274,真木さん,FALSE
380,1,中村　與志人,3990000,長野県松本市梓川倭１９６０,0263-76-1102,0263-78-3011,中村　與志人,FALSE
381,1,株式会社マルイチ産商　梓川共配センター,3998204,長野県安曇野市豊科町高家2287-10,0263-72-4101,0263-71-4606,島田　徹,FALSE
382,1,長野県警察本部,3800837,長野市大字南長野字幅下692-2,026-233-0110,026-235-3611,生活安全部　地域課　吉岡さん,FALSE
383,1,株式会社テレビ松本ケーブルビジョン,3900221,松本市里山辺3044-1,0263-35-1008,0263-36-4001,白鳥副部長,FALSE
396,1,財団法人　松本ソフト開発センター,3901242,松本市大字和田字南西原4010-27,0263-40-1000,0263-40-1001,辺見さん,FALSE
398,1,松本市社会福祉協議会　梓川地区センター,,,,,,FALSE
402,1,一二三ファーマシー,3900811,松本市中央3丁目1番2号,0263-35-1239,,宮川　幸一郎,FALSE
404,1,フジゲン株式会社,3990014,松本市平田東3丁目3番1号,0263-58-2448,,,FALSE
417,1,新井電気工事,,,,,,FALSE
418,1,松本建設事務所,3900852,松本市大字島立1020,0263-40-1980,,田島さん,FALSE
419,1,株式会社川上屋本店,3900815,松本市深志2丁目4番27号,0263-32-7003,,川上　清,FALSE
423,1,株式会社ＳＹＮＡＸ,3901242,松本市和田南西原3967-29,0263-40-1114,,高橋　満次,FALSE
426,1,オタリ株式会社　松本工場,3998203,安曇野市豊科田沢7039-19,0263-72-3883,,,FALSE
428,1,株式会社諏訪貸家アパートセンター,,,,,,FALSE
431,1,有限会社大下製作所,3990711,塩尻市大字片丘字今泉9828-24,0263-52-4580,,大下　修一,FALSE
433,1,株式会社ＴＢ企画,3901241,松本市新村2910番地,0263-47-1865,,野口　勇,FALSE
435,1,甲斐実業,,,,,,FALSE
436,1,塩澤産婦人科医院,3900875,松本市城西2丁目1番15号,0263-33-4126,,,FALSE
437,1,セントラルパック株式会社,3990033,長野県松本市笹賀5652-52,0263-25-9303,,米山,FALSE
438,1,カワイ精密金属株式会社,3990033,長野県松本市笹賀５６５２番地１１１,0263-27-2277,0263-27-3796,忠地課長,FALSE
449,0,大新東ヒューマンサービス株式会社,3900851,長野県松本市島内３４７９,0263-44-1841,0263-44-1520,花岡　幸人,FALSE
450,0,独立行政法人水資源機構味噌川ダム管理所,3996203,木曽郡木祖村大字小木曽2058-22,0264-36-3111,0264-36-3485,岡田　良典,FALSE
453,0,有明高原寮,3998301,長野県南安曇郡穂高町有明,0263-83-2204,,赤羽さん,FALSE
458,0,長野県松本家畜保健衛生所,3900851,松本市島内西川原6931,0263-47-3223,,羽生　宜弘,FALSE
460,0,長野県畜産試験場,3990711,塩尻市片丘10931-1,0263-52-1188,,,FALSE
461,0,長野県林業大学校,3970002,木曽郡木曽町新開4385-1,0264-23-2321,0264-21-1058,,FALSE
462,0,株式会社松本スイミングセンター,3900851,長野県松本市島内5304-1,0263-47-0370,,,FALSE
463,0,富士建設工業株式会社,9503102,新潟県新潟市島見町3307番地16,025-255-4161,025-255-3301,土田支店長,FALSE
464,0,社会福祉法人　松本市社会福祉協議会　四賀地区センター,3990000,松本市会田1535-1,0263-64-3302,,,FALSE
465,0,長野県松本児童相談所,3990000,松本市波田9986,0263-91-3370,,田中さん,FALSE
468,0,池田町長　勝山　隆之,3998600,長野県北安曇郡池田町,0261-62-5065,,田中　春輝,FALSE
469,0,松川村,,,,,,FALSE
470,0,木曽広域連合,3970001,木曽郡木曽町福島7720,0264-24-3131,0264-24-3132,,FALSE
471,0,木曽地方事務所,3978550,木曽郡木曽町福島2757-1,0264-25-2211,0264-23-2583,地域政策課　松沢さん,FALSE
472,0,有限会社伊勢屋商店,3900811,長野県松本市中央１－２－２３,0263-32-1181,,倉又　裕,FALSE
475,0,雨宝山常光寺,3990711,長野県塩尻市片丘北熊井９０４２,0263-53-3108,,中島　宥性,FALSE
484,0,モンテローザ,,,,,,FALSE
485,0,池田屋製菓,3990033,松本市大字笹賀5441,0263-26-2380,,池田　金光,FALSE
488,0,有限会社丸山菓子舗,3998302,長野県安曇野市穂高北穂高１２,0263-82-7210,,丸山　雅亮,FALSE
489,0,長野県農協直販株式会社,3994511,上伊那郡南箕輪村字沖河原6160-5,0265-74-7100,,山宮調査役,FALSE
492,0,株式会社松田商会,3990033,松本市大字笹賀3044,0263-58-0565,,松田　靖成,FALSE
496,0,中村　栄子,3990032,長野県松本市芳川村井町２５７－６,0263-58-2483,,中村　栄子,FALSE
503,0,桐山えのき茸栽培施設,3997701,東筑摩郡麻績村麻３９５,0263-67-3106,,桐山佳邦,FALSE
507,0,有限会社エヌケーファクトリー,3990702,長野県塩尻市広丘野村１６５６－１,0263-51-6700,,野村　一勝,FALSE
508,0,由比ヶ浜　義人,3900312,松本市岡田松岡181,0263-46-2219,,,FALSE
510,0,株式会社ワールドコンチネンタル,3900867,長野県松本市蟻ケ崎台５番２号,0263-33-8845,,北野　功,FALSE
511,0,長野県立木曽病院,3970001,長野県木曽郡木曽町福島6613-4,0264-22-2703　(内線2215),,事務局総務係　小口さん,FALSE
512,0,株式会社ミツルヤ家具センター,3990005,松本市野溝木工1-7-14,0263-27-5111,,上條　幸一,FALSE
