30,29,2010,Pensionメープル・リーフ,3998301,安曇野市穂高有明7717,0263-83-3883,,土屋　邦夫
30,29,2011,Pensionメープル・リーフ,3998301,安曇野市穂高有明7717,0263-83-3883,,土屋　邦夫
30,29,2012,Pensionメープル・リーフ,3998301,安曇野市穂高有明7717,0263-83-3883,,土屋　邦夫
30,29,2013,Pensionメープル・リーフ,3998301,安曇野市穂高有明7717,0263-83-3883,,土屋　邦夫
30,29,2014,Pensionメープル・リーフ,3998301,安曇野市穂高有明7717,0263-83-3883,,土屋　邦夫
32,30,2010,ホテルいさみ,3990702,長野県塩尻市広丘野村1654-5,0263-53-2248,,上條　秀夫
32,30,2011,ホテルいさみ,3990702,長野県塩尻市広丘野村1654-5,0263-53-2248,,上條　秀夫
32,30,2012,ホテルいさみ,3990702,長野県塩尻市広丘野村1654-5,0263-53-2248,,上條　秀夫
32,30,2013,ホテルいさみ,3990702,長野県塩尻市広丘野村1654-5,0263-53-2248,,上條　秀夫
32,30,2014,ホテルいさみ,3990702,長野県塩尻市広丘野村1654-5,0263-53-2248,,上條　秀夫
33,32,2010,株式会社ホタカ壁材,3998304,長野県安曇野市穂高柏原2829番地1,0263-82-5698,,赤羽　文夫
33,32,2011,株式会社ホタカ壁材,3998304,長野県安曇野市穂高柏原2829番地1,0263-82-5698,,赤羽　文夫
33,32,2012,株式会社ホタカ壁材,3998304,長野県安曇野市穂高柏原2829番地1,0263-82-5698,,赤羽　文夫
33,32,2013,株式会社ホタカ壁材,3998304,長野県安曇野市穂高柏原2829番地1,0263-82-5698,,赤羽　文夫
33,32,2014,株式会社ホタカ壁材,3998304,長野県安曇野市穂高柏原2829番地1,0263-82-5698,,赤羽　文夫
34,33,2010,有限会社ホテル雷鳥,3901520,長野県松本市安曇4306番地,0263-93-2746,,梨子田　豊
34,33,2011,有限会社ホテル雷鳥,3901520,長野県松本市安曇4306番地,0263-93-2746,,梨子田　豊
34,33,2012,有限会社ホテル雷鳥,3901520,長野県松本市安曇4306番地,0263-93-2746,,梨子田　豊
34,33,2013,有限会社ホテル雷鳥,3901520,長野県松本市安曇4306番地,0263-93-2746,,梨子田　豊
34,33,2014,有限会社ホテル雷鳥,3901520,長野県松本市安曇4306番地,0263-93-2746,,梨子田　豊
35,34,2010,株式会社ホテル玉の湯,3900303,長野県松本市浅間温泉1丁目28番16号,0263-46-0573,0263-46-5178,山崎　良弘
35,34,2011,株式会社ホテル玉の湯,3900303,長野県松本市浅間温泉1丁目28番16号,0263-46-0573,0263-46-5178,山崎　良弘
35,34,2012,株式会社ホテル玉の湯,3900303,長野県松本市浅間温泉1丁目28番16号,0263-46-0573,0263-46-5178,山崎　良弘
35,34,2013,株式会社ホテル玉の湯,3900303,長野県松本市浅間温泉1丁目28番16号,0263-46-0573,0263-46-5178,山崎　良弘
35,34,2014,株式会社ホテル玉の湯,3900303,長野県松本市浅間温泉1丁目28番16号,0263-46-0573,0263-46-5178,山崎　良弘
36,35,2010,伊東園ホテル浅間の湯,3900303,長野県松本市浅間温泉3丁目4番9号,0263-46-1411,0263-46-1414,木下　泰一
36,35,2011,伊東園ホテル浅間の湯,3900303,長野県松本市浅間温泉3丁目4番9号,0263-46-1411,0263-46-1414,木下　泰一
36,35,2012,伊東園ホテル浅間の湯,3900303,長野県松本市浅間温泉3丁目4番9号,0263-46-1411,0263-46-1414,木下　泰一
36,35,2013,伊東園ホテル浅間の湯,3900303,長野県松本市浅間温泉3丁目4番9号,0263-46-1411,0263-46-1414,木下　泰一
36,35,2014,伊東園ホテル浅間の湯,3900303,長野県松本市浅間温泉3丁目4番9号,0263-46-1411,0263-46-1414,木下　泰一
37,35,2010,株式会社ホテルおもと,3900303,長野県松本市浅間温泉3丁目13番10号,0263-46-2385,0263-46-5047,山本　浩司
37,35,2011,株式会社ホテルおもと,3900303,長野県松本市浅間温泉3丁目13番10号,0263-46-2385,0263-46-5047,山本　浩司
37,35,2012,株式会社ホテルおもと,3900303,長野県松本市浅間温泉3丁目13番10号,0263-46-2385,0263-46-5047,山本　浩司
37,35,2013,株式会社ホテルおもと,3900303,長野県松本市浅間温泉3丁目13番10号,0263-46-2385,0263-46-5047,山本　浩司
37,35,2014,株式会社ホテルおもと,3900303,長野県松本市浅間温泉3丁目13番10号,0263-46-2385,0263-46-5047,山本　浩司
39,35,2010,有限会社和泉荘,3900303,長野県松本市浅間温泉1丁目29番9号,0263-46-2323,0263-46-0692,
39,35,2011,有限会社和泉荘,3900303,長野県松本市浅間温泉1丁目29番9号,0263-46-2323,0263-46-0692,
39,35,2012,有限会社和泉荘,3900303,長野県松本市浅間温泉1丁目29番9号,0263-46-2323,0263-46-0692,
39,35,2013,有限会社和泉荘,3900303,長野県松本市浅間温泉1丁目29番9号,0263-46-2323,0263-46-0692,
39,35,2014,有限会社和泉荘,3900303,長野県松本市浅間温泉1丁目29番9号,0263-46-2323,0263-46-0692,
40,35,2010,有限会社菊の湯,3900303,長野県松本市浅間温泉1丁目29番7号,0263-46-2300,0263-46-0015,中條盛人
40,35,2011,有限会社菊の湯,3900303,長野県松本市浅間温泉1丁目29番7号,0263-46-2300,0263-46-0015,中條盛人
40,35,2012,有限会社菊の湯,3900303,長野県松本市浅間温泉1丁目29番7号,0263-46-2300,0263-46-0015,中條盛人
40,35,2013,有限会社菊の湯,3900303,長野県松本市浅間温泉1丁目29番7号,0263-46-2300,0263-46-0015,中條盛人
40,35,2014,有限会社菊の湯,3900303,長野県松本市浅間温泉1丁目29番7号,0263-46-2300,0263-46-0015,中條盛人
43,35,2010,片倉興産株式会社　諏訪湖ホテル,3920027,長野県諏訪市湖岸通り4丁目1番43号,0266-52-2151,,古畑　成士
43,35,2011,片倉興産株式会社　諏訪湖ホテル,3920027,長野県諏訪市湖岸通り4丁目1番43号,0266-52-2151,,古畑　成士
43,35,2012,片倉興産株式会社　諏訪湖ホテル,3920027,長野県諏訪市湖岸通り4丁目1番43号,0266-52-2151,,古畑　成士
43,35,2013,片倉興産株式会社　諏訪湖ホテル,3920027,長野県諏訪市湖岸通り4丁目1番43号,0266-52-2151,,古畑　成士
43,35,2014,片倉興産株式会社　諏訪湖ホテル,3920027,長野県諏訪市湖岸通り4丁目1番43号,0266-52-2151,,古畑　成士
44,39,2010,株式会社マルイチマシン,3998301,長野県安曇野市穂高有明2155番地５,0263-83-2497,,菅澤　一隆
44,39,2011,株式会社マルイチマシン,3998301,長野県安曇野市穂高有明2155番地５,0263-83-2497,,菅澤　一隆
44,39,2012,株式会社マルイチマシン,3998301,長野県安曇野市穂高有明2155番地５,0263-83-2497,,菅澤　一隆
44,39,2013,株式会社マルイチマシン,3998301,長野県安曇野市穂高有明2155番地５,0263-83-2497,,菅澤　一隆
44,39,2014,株式会社マルイチマシン,3998301,長野県安曇野市穂高有明2155番地５,0263-83-2497,,菅澤　一隆
47,42,2010,安田株式会社　長野支店,3990033,松本市笹賀7815番地,0263-28-9111,0263-28-9121,永井　洋
47,42,2011,安田株式会社　長野支店,3990033,松本市笹賀7815番地,0263-28-9111,0263-28-9121,永井　洋
47,42,2012,安田株式会社　長野支店,3990033,松本市笹賀7815番地,0263-28-9111,0263-28-9121,永井　洋
47,42,2013,安田株式会社　長野支店,3990033,松本市笹賀7815番地,0263-28-9111,0263-28-9121,永井　洋
47,42,2014,安田株式会社　長野支店,3990033,松本市笹賀7815番地,0263-28-9111,0263-28-9121,永井　洋
48,43,2010,老人保健施設ローズガーデン,3900823,長野県松本市大字中山7494-8,0263-57-8002,,
48,43,2011,老人保健施設ローズガーデン,3900823,長野県松本市大字中山7494-8,0263-57-8002,,
48,43,2012,老人保健施設ローズガーデン,3900823,長野県松本市大字中山7494-8,0263-57-8002,,
48,43,2013,老人保健施設ローズガーデン,3900823,長野県松本市大字中山7494-8,0263-57-8002,,
48,43,2014,老人保健施設ローズガーデン,3900823,長野県松本市大字中山7494-8,0263-57-8002,,
49,44,2010,社会福祉法人心泉会　ケアハウスローズガーデン,3900823,長野県松本市大字中山７４９４番地１０,0263-86-3820,,
49,44,2011,社会福祉法人心泉会　ケアハウスローズガーデン,3900823,長野県松本市大字中山７４９４番地１０,0263-86-3820,,
49,44,2012,社会福祉法人心泉会　ケアハウスローズガーデン,3900823,長野県松本市大字中山７４９４番地１０,0263-86-3820,,
49,44,2013,社会福祉法人心泉会　ケアハウスローズガーデン,3900823,長野県松本市大字中山７４９４番地１０,0263-86-3820,,
49,44,2014,社会福祉法人心泉会　ケアハウスローズガーデン,3900823,長野県松本市大字中山７４９４番地１０,0263-86-3820,,
50,45,2010,サングリーン藤ヶ原,3900221,長野県松本市里山辺1832-2,0263-39-7311,0263-39-7522,藤井公貴
50,45,2011,サングリーン藤ヶ原,3900221,長野県松本市里山辺1832-2,0263-39-7311,0263-39-7522,藤井公貴
50,45,2012,サングリーン藤ヶ原,3900221,長野県松本市里山辺1832-2,0263-39-7311,0263-39-7522,藤井公貴
50,45,2013,サングリーン藤ヶ原,3900221,長野県松本市里山辺1832-2,0263-39-7311,0263-39-7522,藤井公貴
50,45,2014,サングリーン藤ヶ原,3900221,長野県松本市里山辺1832-2,0263-39-7311,0263-39-7522,藤井公貴
51,46,2010,ファミール二子,3990033,長野県松本市笹賀5859-1,0263-26-8826,,寺崎　要
51,46,2011,ファミール二子,3990033,長野県松本市笹賀5859-1,0263-26-8826,,寺崎　要
51,46,2012,ファミール二子,3990033,長野県松本市笹賀5859-1,0263-26-8826,,寺崎　要
51,46,2013,ファミール二子,3990033,長野県松本市笹賀5859-1,0263-26-8826,,寺崎　要
51,46,2014,ファミール二子,3990033,長野県松本市笹賀5859-1,0263-26-8826,,寺崎　要
52,639,2010,グループホームひだまりの里ささが,3990033,長野県松本市笹賀2517-3,0263-85-7114,,佐々木恵子
52,639,2011,グループホームひだまりの里ささが,3990033,長野県松本市笹賀2517-3,0263-85-7114,,佐々木恵子
52,639,2012,グループホームひだまりの里ささが,3990033,長野県松本市笹賀2517-3,0263-85-7114,,佐々木恵子
52,639,2013,グループホームひだまりの里ささが,3990033,長野県松本市笹賀2517-3,0263-85-7114,,佐々木恵子
52,639,2014,グループホームひだまりの里ささが,3990033,長野県松本市笹賀2517-3,0263-85-7114,,佐々木恵子
53,48,2010,株式会社長野セキノ興産　松本店,3990033,長野県松本市笹賀5652-242,0263-26-6689,,深沢店長
53,48,2011,株式会社長野セキノ興産　松本店,3990033,長野県松本市笹賀5652-242,0263-26-6689,,深沢店長
53,48,2012,株式会社長野セキノ興産　松本店,3990033,長野県松本市笹賀5652-242,0263-26-6689,,深沢店長
53,48,2013,株式会社長野セキノ興産　松本店,3990033,長野県松本市笹賀5652-242,0263-26-6689,,深沢店長
53,48,2014,株式会社長野セキノ興産　松本店,3990033,長野県松本市笹賀5652-242,0263-26-6689,,深沢店長
54,49,2010,神沢第２ビル,3900811,長野県松本市中央１－１３－３,0263-32-0565,,神澤　芳江
54,49,2011,神沢第２ビル,3900811,長野県松本市中央１－１３－３,0263-32-0565,,神澤　芳江
54,49,2012,神沢第２ビル,3900811,長野県松本市中央１－１３－３,0263-32-0565,,神澤　芳江
54,49,2013,神沢第２ビル,3900811,長野県松本市中央１－１３－３,0263-32-0565,,神澤　芳江
54,49,2014,神沢第２ビル,3900811,長野県松本市中央１－１３－３,0263-32-0565,,神澤　芳江
55,50,2010,宮沢クリニック,3900875,長野県松本市城西1丁目４番５号,0263-32-6548,,宮沢　崇子
56,51,2010,株式会社マルゴレーベル,3990005,長野県松本市野溝木工２丁目６番１８号,0263-27-3609,,植田　昌広
56,51,2011,株式会社マルゴレーベル,3990005,長野県松本市野溝木工２丁目６番１８号,0263-27-3609,,植田　昌広
56,51,2012,株式会社マルゴレーベル,3990005,長野県松本市野溝木工２丁目６番１８号,0263-27-3609,,植田　昌広
56,51,2013,株式会社マルゴレーベル,3990005,長野県松本市野溝木工２丁目６番１８号,0263-27-3609,,植田　昌広
56,51,2014,株式会社マルゴレーベル,3990005,長野県松本市野溝木工２丁目６番１８号,0263-27-3609,,植田　昌広
57,52,2010,ヤンマー農機販売株式会社　甲信支社,3901301,長野県東筑摩郡山形村北野尻８１２９－１,0263-97-3100,,津野　忠之
57,52,2011,ヤンマー農機販売株式会社　甲信支社,3901301,長野県東筑摩郡山形村北野尻８１２９－１,0263-97-3100,,津野　忠之
57,52,2012,ヤンマー農機販売株式会社　甲信支社,3901301,長野県東筑摩郡山形村北野尻８１２９－１,0263-97-3100,,津野　忠之
57,52,2013,ヤンマー農機販売株式会社　甲信支社,3901301,長野県東筑摩郡山形村北野尻８１２９－１,0263-97-3100,,津野　忠之
57,52,2014,ヤンマー農機販売株式会社　甲信支社,3901301,長野県東筑摩郡山形村北野尻８１２９－１,0263-97-3100,,津野　忠之
59,54,2010,松本赤十字乳児院,3900312,長野県松本市岡田松岡４９－２,0263-46-4630,,堀内　隆
59,54,2011,松本赤十字乳児院,3900312,長野県松本市岡田松岡４９－２,0263-46-4630,,堀内　隆
59,54,2012,松本赤十字乳児院,3900312,長野県松本市岡田松岡４９－２,0263-46-4630,,堀内　隆
59,54,2013,松本赤十字乳児院,3900312,長野県松本市岡田松岡４９－２,0263-46-4630,,堀内　隆
59,54,2014,松本赤十字乳児院,3900312,長野県松本市岡田松岡４９－２,0263-46-4630,,堀内　隆
60,55,2010,松本市南部保健センター,3900833,長野県松本市双葉４－１６,0263-25-3133,,青沼　博之
60,55,2011,松本市南部保健センター,3900833,長野県松本市双葉４－１６,0263-25-3133,,青沼　博之
60,55,2012,松本市南部保健センター,3900833,長野県松本市双葉４－１６,0263-25-3133,,青沼　博之
60,55,2013,松本市南部保健センター,3900833,長野県松本市双葉４－１６,0263-25-3133,,青沼　博之
60,55,2014,松本市南部保健センター,3900833,長野県松本市双葉４－１６,0263-25-3133,,青沼　博之
61,56,2010,タイヤガーデン松本笹賀店,3990033,長野県松本市笹賀７９０２番地,0263-25-2992,0263-27-0589,手塚　光一
61,56,2011,タイヤガーデン松本笹賀店,3990033,長野県松本市笹賀７９０２番地,0263-25-2992,0263-27-0589,手塚　光一
61,56,2012,タイヤガーデン松本笹賀店,3990033,長野県松本市笹賀７９０２番地,0263-25-2992,0263-27-0589,手塚　光一
61,56,2013,タイヤガーデン松本笹賀店,3990033,長野県松本市笹賀７９０２番地,0263-25-2992,0263-27-0589,手塚　光一
61,56,2014,タイヤガーデン松本笹賀店,3990033,長野県松本市笹賀７９０２番地,0263-25-2992,0263-27-0589,手塚　光一
64,59,2010,株式会社ハタ研削　本社,3998300,安曇野市穂高8183-2,0263-82-8300,,上條　詠一
64,59,2011,株式会社ハタ研削　本社,3998300,安曇野市穂高8183-2,0263-82-8300,,上條　詠一
64,59,2012,株式会社ハタ研削　本社,3998300,安曇野市穂高8183-2,0263-82-8300,,上條　詠一
64,59,2013,株式会社ハタ研削　本社,3998300,安曇野市穂高8183-2,0263-82-8300,,上條　詠一
